openalex,cites,year,title,authors,venue,doi,arxiv,type,cited_by,oa_url,abstract
W4375860094,OY02,2023,"Proximal Splitting Algorithms for Convex Optimization: A Tour of Recent Advances, with New Twists",Laurent Condat; Daichi Kitahara; Andrés Contreras; Akira Hirabayashi,SIAM Review,10.1137/20m1379344,,article,82,,"Convex nonsmooth optimization problems, whose solutions live in very high dimensional spaces, have become ubiquitous. To solve them, the class of first-order algorithms known as proximal splitting algorithms is particularly adequate: they consist of simple operations, handling the terms in the objective function separately. In this overview, we demystify a selection of recent proximal splitting algorithms: we present them within a unified framework, which consists in applying splitting methods for monotone inclusions in primal-dual product spaces, with well-chosen metrics. Along the way, we easily derive new variants of the algorithms and revisit existing convergence results, extending the parameter ranges in several cases. In particular, we emphasize that when the smooth term in the objective function is quadratic, e.g., for least-squares problems, convergence is guaranteed with larger values of the relaxation parameter than previously known. Such larger values are usually beneficial for the convergence speed in practice."
W4380875287,OY02,2023,Strong Convergence for the Alternating Halpern–Mann Iteration in CAT(0) Spaces,Bruno Dinis; Pedro Pinto,SIAM Journal on Optimization,10.1137/22m1511199,,article,15,,"Abstract. In this paper we consider, in the general context of CAT(0) spaces, an iterative schema which alternates between Halpern and Krasnoselskii–Mann style iterations. We prove, under suitable conditions, the strong convergence of this algorithm, benefiting from ideas from the proof mining program. We give quantitative information in the form of effective rates of asymptotic regularity and of metastability (in the sense of Tao). Motivated by these results, we are also able to obtain strongly convergent versions of the forward-backward and the Douglas–Rachford algorithms. Our results generalize recent work by Boţ, Csetnek, and Meier and Cheval and Leuştean."
W4386374185,OY02,2023,"Strict pseudocontractions and demicontractions, their properties, and applications",Andrzej Cegielski,Numerical Algorithms,10.1007/s11075-023-01623-9,,article,5,https://link.springer.com/content/pdf/10.1007/s11075-023-01623-9.pdf,"Abstract We give properties of strict pseudocontractions and demicontractions defined on a Hilbert space, which constitute wide classes of operators that arise in iterative methods for solving fixed point problems. In particular, we give necessary and sufficient conditions under which a convex combination and composition of strict pseudocontractions as well as demicontractions that share a common fixed point is again a strict pseudocontraction or a demicontraction, respectively. Moreover, we introduce a generalized relaxation of composition of demicontraction and give its properties. We“ apply these properties to prove the weak convergence of a class of algorithms that is wider than the Douglas–Rachford algorithm and projected Landweber algorithms. We have also presented two numerical examples, where we compare the behavior of the presented methods with the Douglas–Rachford method."
W4388008257,OY02,2023,How Averaged is the Composition of Two Linear Projections?,Heinz H. Bauschke; Theo Bendit; Walaa M. Moursi,Numerical Functional Analysis and Optimization,10.1080/01630563.2023.2270308,,article,2,,"Projection operators are fundamental algorithmic operators in Analysis and Optimization. It is well known that these operators are firmly nonexpansive; however, their composition is generally only averaged and no longer firmly nonexpansive. In this note, we introduce the modulus of averagedness and provide an exact result for the composition of two linear projection operators. As a consequence, we deduce that the Ogura–Yamada bound for the modulus of the composition is sharp."
W4403453300,CY15,2024,Fast Convex Optimization via Time Scale and Averaging of the Steepest Descent,Hédy Attouch; Radu Ioan Boţ; Dang‐Khoa Nguyen,Mathematics of Operations Research,10.1287/moor.2023.0186,,article,9,,"In a Hilbert setting, we develop a gradient-based dynamic approach for fast solving convex optimization problems. By applying time scaling, averaging, and perturbation techniques to the continuous steepest descent (SD), we obtain high-resolution ordinary differential equations of the Nesterov and Ravine methods. These dynamics involve asymptotically vanishing viscous damping and Hessian-driven damping (either in explicit or implicit form). Mathematical analysis does not require developing a Lyapunov analysis for inertial systems. We simply exploit classical convergence results for SD and its external perturbation version, then use tools of differential and integral calculus, including Jensen’s inequality. The method is flexible, and by way of illustration, we show how it applies starting from other important dynamics in optimization. We consider the case in which the initial dynamic is the regularized Newton method, then the case in which the starting dynamic is the differential inclusion associated with a convex lower semicontinuous potential, and finally we show that the technique can be naturally extended to the case of a monotone cocoercive operator. Our approach leads to parallel algorithmic results, which we study in the case of fast gradient and proximal algorithms. Our averaging technique shows new links between the Nesterov and Ravine methods. Funding: The research of R.I. Boţ and D.-K. Nguyen was supported by the Austrian Science Fund (FWF), projects W 1260 and P 34922-N."
W4393619444,CY15,2024,A multi-step inertial asynchronous sequential algorithm for common fixed point problems,,Journal of Nonlinear and Variational Analysis,10.23952/jnva.8.2024.3.08,,article,2,http://jnva.biemdas.com/issues/JNVA2024-3-8.pdf,"In this paper, we introduce a multi-step inertial asynchronous sequential (MIAS) algorithm for common fixed point problems of nonexpansive operators and establish the weak convergence of the proposed algorithm.The unconditional convergence of a one-step inertial algorithm is also obtained.The application to linear systems is presented by combining Kaczmarz method.Finally, a numerical example for CT problems illustrates the efficiency of our algorithm."
W4391685089,CY15,2024,Various Notions of Nonexpansiveness Coincide for Proximal Mappings of Functions,Honglin Luo; Xianfu Wang; Xinmin Yang,SIAM Journal on Optimization,10.1137/23m1597009,,article,0,,"Abstract. Proximal mappings are essential in splitting algorithms for both convex and nonconvex optimization. In this paper, we show that proximal mappings of every prox-bounded function are nonexpansive if and only if they are firmly nonexpansive if and only if they are averaged if and only if the function is convex. Lipschitz proximal mappings of prox-bounded functions are also characterized via hypoconvex or strongly convex functions. Our results generalize a recent result due to Rockafellar."
W4397011663,RHY22,2024,PEMAHAMAN KONSEP GEOMETRI DASAR MAHASISWA PENDIDIKAN MATEMATIKA,Muhammad Hamdani; Sry Rita Puspitasari; Putri Sasalia S,Anterior Jurnal,10.33084/anterior.v23i2.5954,,article,0,http://dx.doi.org/10.33084/anterior.v23i2.5954,"Pemahaman konsep ialah salah satu kecakapan matematis yang harus dikuasai dalam pembelajaran matematika. Pembelajaran matematika yang memuat banyak konsep salah satunya yaitu mata kuliah geometri. Berdasarkan kurikulum pada mata kuliah Geometri tingkat universitas membahas mengenai sistem aksioma euclid dan bidang geometri euclid dan non euclid. Berdasarkan hasil observasi awal, diperoleh bahwa kemampuan dasar geometri mahasiswa tergolong rendah. Hal ini dapat dilihat dari pemahaman siswa dalam mengetahui materi dasar sistem aksioma euclid dan non euclid. Berdasarkan latar belakang tersebut masalah yang akan diambil adalah untuk melihat pemahaman konsep geometri dasar mahasiswa Pendidikan matematika. Metode penelitian yang digunakan adalah metode kuantitatif deskriptif. Penelitian dilakukan terhadap 142 mahasiswa aktif prodi Pendidikan matematika yang sedang dan telah mengampu mata kuliah geometri dasar. Hasil yang diperoleh yaitu sebanyak memperoleh kategori sedang sebanyak 62%, terdiri paling banyak dari Angkatan 2021/2022 sebanyak 38 mahasiswa. Mahasiswa yang memperoleh tingkat tinggi sebanyak 20% dan tingkat rendah sebanyak 18%. Berdasarkan hasil tersebut dapat disimpulkan bahwa mahasiswa program studi Pendidikan matematika masih harus meningkatkan kemampuan geometri dasar."
W4412176924,CY15,2025,GENEOs with Respect to the Projective Hilbert Metric,Raúl Felipe,Journal of Geometric Analysis,10.1007/s12220-025-02102-4,,article,1,,
W4406092865,CY15,2025,A Novel Algorithm and Its Convergence Analysis for Solving the Generalized Split Inverse Problem,Mohammad Eslamian,Mathematical Methods in the Applied Sciences,10.1002/mma.10639,,article,0,,"ABSTRACT In this paper, we consider a bilevel problem: Variational inequalities over the solution set of a general split inverse problem consists of a monotone variational inclusion problem. We propose a relaxed inertial forward‐backward‐forward splitting algorithm with a new step size rule for finding an approximate solution of this problem in real Hilbert spaces. Under some mild conditions, we prove a strong convergence theorem for the algorithm produced by the method. Also, we apply our result to study certain classes of bilevel optimization problems, and split inverse problems. Finally, we present some numerical experiments and application in signal recovery problem to demonstrate the efficiency of the proposed algorithm."
W4412946697,OY02,2025,A continuous-time inertial Newton method for structured monotone inclusions,Samir Adly,Evolution equations and control theory,10.3934/eect.2025054,,article,1,https://www.aimsciences.org/data/article/export-pdf?id=68907b2e4b9e1a081b3f99b8,"In a real Hilbert space $ {{\rm{H}}} $, we investigate the convergence properties of a second-order inertial dynamic with Newton-type correction, designed to solve structured monotone inclusions of the form $ Ax + Bx \ni 0 $, where $ A : {{\rm{H}}} \rightrightarrows {{\rm{H}}} $ is maximally monotone and $ B : {{\rm{H}}} \to {{\rm{H}}} $ is cocoercive. The system combines viscous damping, inertial effects, and a correction term based on the time derivative of a regularized forward-backward operator. Under suitable assumptions, we establish well-posedness and prove weak convergence of the trajectories. Strong convergence is obtained under additional monotonicity conditions. The analysis relies on a Lyapunov functional tailored to the structure of the dynamics and opens the way for further investigations on discretization schemes and numerical algorithms. To illustrate the theoretical findings, we provide numerical simulations that highlight the impact of the Newton-type correction term on convergence behavior. The experiments explore different damping regimes and show how the proposed dynamic effectively balances stability and acceleration in structured monotone inclusion problems."
W4416571873,OY02,2025,Distributed Algorithm for Constrained Optimization with Asynchrony and Delays,Huaqing Li; Qingguo Lü; Dawen Xia; Xin Wang; Zheng Wang; Lifeng Zheng,Computational intelligence methods and applications,10.1007/978-981-95-0911-9_7,,book-chapter,0,,
W4407114761,RHY22,2025,Convergence of the preconditioned proximal point method and Douglas–Rachford splitting in the absence of monotonicity,Brecht Evens; Pieter Pas; Puya Latafat; Panagiotis Patrinos,Mathematical Programming,10.1007/s10107-024-02182-0,,article,7,https://lirias.kuleuven.be/retrieve/907fd395-7988-4835-bf52-e7411f90d0d9,
W4415179431,RHY22,2025,Scaled Relative Graph Analysis of Lur’e Systems and the Generalized Circle Criterion,Julius P. J. Krebbekx; Roland Tóth; Amritam Das,,10.23919/ecc65951.2025.11187068,,conference-paper,3,,"Scaled Relative Graphs (SRGs) provide a novel graphical frequency-domain method for the analysis of nonlinear systems. However, we show that the current SRG analysis suffers from a pitfall that limit its applicability in analyzing practical nonlinear systems. We overcome this pitfall by modifying the SRG of a linear time invariant operator, combining the SRG with the Nyquist criterion, and apply our result to Lur’e systems. We thereby obtain a generalization of the celebrated circle criterion, which deals with a broader class of nonlinearities, and provides (incremental) L2-gain performance bounds."
W4412983996,RHY22,2025,Scaled relative graphs for nonmonotone operators with applications in circuit theory,Jan Quan; Brecht Evens; Rodolphe Sepulchre; Panagiotis Patrinos,European Journal of Control,10.1016/j.ejcon.2025.101335,,article,2,https://lirias.kuleuven.be/retrieve/b341eb2b-7375-403b-bddf-57f485e27e59,
W4415180519,RHY22,2025,Mixed Small Gain and Phase Theorem: A new view using Scale Relative Graphs,Eder Baron-Prada; Adolfo Anta; Alberto Padoan; Florian Dörfler,,10.23919/ecc65951.2025.11187196,,conference-paper,2,,"We introduce a novel approach to feedback stability analysis for linear time-invariant (LTI) systems, overcoming the limitations of the sectoriality assumption in the small phase theorem. While phase analysis for single-input single-output (SISO) systems is well-established, multi-input multi-output (MIMO) systems lack a comprehensive phase analysis until recent advances introduced with the small-phase theorem.A limitation of the small-phase theorem is the sectorial condition, which states that an operator’s eigenvalues must lie within a specified angle sector of the complex plane. We propose a framework based on Scaled Relative Graphs (SRGs) to remove this assumption. We derive two main results: a graphical set-based stability condition using SRGs and a small-phase theorem with no sectorial assumption. These results broaden the scope of phase analysis and feedback stability for MIMO systems."
W7105601425,RHY22,2025,A Homotopy Theorem for Incremental Stability,Thomas Chaffey; Andrey Kharitenko; Fulvio Forni; Rodolphe Sepulchre,IEEE Transactions on Automatic Control,10.1109/tac.2025.3632433,,article,2,,"A theorem is proved to verify incremental stability of a feedback system via a homotopy from a known incrementally stable system, making no assumptions on existence of an extended space, well-posedness or causality. A first corollary of that result is that incremental stability may be verified by separation of Scaled Relative Graphs, correcting two assumptions in [1, Theorem 2]. Necessity of this correction is demonstrated by example. A second corollary provides an incremental version of the classical IQC stability theorem. Finally it is shown how to relax assumptions of incremental boundeness on the operators."
W4407144813,RHY22,2025,Short Communication: FISTA Iterates Converge Linearly for Denoiser-Driven Regularization,Arghya Sinha; Kunal N. Chaudhury,SIAM Journal on Imaging Sciences,10.1137/24m1656530,,article,1,,"Abstract. The effectiveness of denoising-driven regularization for image reconstruction has been widely recognized. Two prominent algorithms in this area are Plug-and-Play (PnP) and Regularization-by-Denoising (RED). We consider two specific algorithms, PnP-FISTA and RED-APG, where regularization is performed by replacing the proximal operator in the FISTA algorithm with a powerful denoiser. The iterate convergence of FISTA is known to be challenging with no universal guarantees. Yet, we show that for linear inverse problems and a class of linear denoisers, global linear convergence of the iterates of PnP-FISTA and RED-APG can be established through simple spectral analysis."
W7123342971,RHY22,2025,Nonlinear Bandwidth and Bode Diagrams based on Scaled Relative Graphs,Julius P. J. Krebbekx; Roland Tóth; Amritam Das,,10.1109/cdc57313.2025.11312491,,conference-paper,0,,"Scaled Relative Graphs (SRGs) provide a novel graphical frequency-domain method for the analysis of Nonlinear (NL) systems. In this paper, we restrict the SRG to particular input spaces to compute frequency-dependent incremental gain bounds for nonlinear systems. This leads to a NL generalization of the Bode diagram, where the sinusoidal, harmonic, and subharmonic inputs are considered separately. When applied to the analysis of the NL loop transfer and sensitivity, we define a notion of bandwidth for both the open-loop and closed-loop, compatible with the Linear Time-Invariant (LTI) definitions. We illustrate the power of our method on the analysis of a DC motor with a parasitic nonlinearity and verify our results in simulations."
W7147234559,CY15,2026,Random Nonlinear Fusion Frames from Averaged Operator Iterations,James Tian,Results in Mathematics,10.1007/s00025-026-02635-2,,article,0,,
W7170190001,CY15,2026,A preconditioned proximal gradient algorithm for PET image reconstruction with approximately sparse regularization,Yongxin He; Yizun Lin; Manchun Tan; Qi Ye; Yidan Zhang,Journal of Computational and Applied Mathematics,10.1016/j.cam.2026.117991,,article,0,,
W7128789518,OY02,2026,Asymptotic Behavior of Penalty Dynamics for Constrained Variational Inequalities,Juan Peypouquet; Siqi Qu; Mathias Staudigl,Applied Mathematics & Optimization,10.1007/s00245-026-10391-6,,article,0,https://link.springer.com/content/pdf/10.1007/s00245-026-10391-6.pdf,"Abstract We propose a comprehensive framework for solving constrained variational inequalities via various classes of evolution equations displaying multi-scale aspects. In an infinite-dimensional Hilbertian framework, the class of dynamical systems we propose combine Tikhonov regularization and exterior penalization terms in order to induce strong convergence of trajectories to least norm solutions in the constrained domain. Our construction thus unifies the literature on regularization methods and penalty-based dynamical systems. An extension to a full splitting formulation of the constrained domain is also provided, with associated weak convergence results involving the Attouch-Czarnecki condition."
W7137810766,RHY22,2026,Stability Analysis of Power-Electronics-Dominated Grids Using Scaled Relative Graphs,Eder Baron-Prada; Adolfo Anta; Florian Dörfler,IEEE Transactions on Power Systems,10.1109/tpwrs.2026.3674752,,article,1,,"This paper presents a novel approach to stability analysis for grid-connected converters utilizing Scaled Relative Graphs (SRG). Our method effectively decouples grid and converter dynamics, thereby establishing a comprehensive and efficient framework for evaluating closed-loop stability. Our analysis accommodates both linear and non-linear loads, enhancing its practical applicability. Furthermore, we demonstrate that our stability assessment remains unaffected by angular variations resulting from dq-frame transformations, significantly increasing the method's robustness and versatility. The effectiveness of our approach is validated in several simulation case studies, which illustrate its broad applicability in modern power systems."
W7130704954,RHY22,2026,Decomposition of Scaled Relative Graphs: A Mixed Systems Approach,Sebastiaan van den Eijnden,IEEE Control Systems Letters,10.1109/lcsys.2026.3666550,,article,0,,"Scaled relative graphs provide a promising framework for graphical nonlinear system analysis, extending the classical Nyquist diagram for linear time-invariant systems. Unlike the Nyquist diagram, however, scaled relative graphs do not preserve information linking specific input regimes to corresponding output behaviours, which can lead to conservatism in feedback analysis. In this paper, we present a refined scaled relative graph frame-work that explicitly accounts for input-specific system behaviours. Drawing inspiration from mixed systems that exhibit different input–output properties under different input regimes, the proposed framework defines scaled relative graphs for subsets of inputs and outputs sharing specific features. We establish a feedback stability result based on the topological separation of input- and output-specific scaled relative graphs, and provide a systematicmethod for their construction using integral quadratic constraints."
W7170392806,RHY22,2026,Scaled relative graphs for pairs of operators beyond classical monotonicity,Jan Quan; Alexander Bodard; Konstantinos A. Oikonomidis; Panagiotis Patrinos,European Journal of Control,10.1016/j.ejcon.2026.101576,,article,0,,
