citation_key,key,doi,arxiv,openalex,title,year,authors,venue,families,origin,level_reached,threat_final,threat_L1,threat_L2,access,theorem_location,claims,verdict,cite_in_paper,bib_class,evidence_file,adjudication_note
,10.2478/cmam-2011-0021,10.2478/cmam-2011-0021,,https://openalex.org/W2011732752,DMRG Approach to Fast Linear Algebra in the TT-Format,2011,Ivan Oseledets,Computational Methods in Applied Mathematics,B,snowball,L1,2,2,,,,R9,DMRG linear algebra in TT format,no,,,
,10.1007/bf02612715,10.1007/bf02612715,,https://openalex.org/W2094508696,Decomposition through formalization in a product space,1984,Guy Pierra,Mathematical Programming,I,snowball,L1,2,2,,,,R1a,Pierra product-space projection decomposition,no,,,
,10.1103/physrevlett.69.2863,10.1103/physrevlett.69.2863,,https://openalex.org/W2037768897,Density matrix formulation for quantum renormalization groups,1992,Steven R. White,Physical Review Letters,B;M,snowball,L1,2,2,,,,R9;R10,DMRG density matrix truncation,no,,,
,10.1103/physrevb.48.10345,10.1103/physrevb.48.10345,,https://openalex.org/W2016407890,Density-matrix algorithms for quantum renormalization groups,1993,Steven R. White,"Physical review. B, Condensed matter",B,snowball,L1,2,2,,,,R9;R10,DMRG algorithms (truncation),no,,,
,10.1016/j.laa.2011.02.026,10.1016/j.laa.2011.02.026,,https://openalex.org/W1965684525,Derivatives for antisymmetric tensor powers and perturbation bounds,2011,Tanvi Jain,Linear Algebra and its Applications,B,harvest,L2,2,3,2,ABSTRACT_ONLY,"Abstract (T. Jain, LAA 435 (2011) 1111-1121); related open full text Bhatia-Grover-Jain arXiv:1102.2414 Thm 1.1",R1b;R7,"Exact norms of higher derivatives of antisymmetric tensor powers give attained Taylor-type perturbation bounds for a multilinear map; there are no projections or truncations, so R1b/R7 do not follow and only a multilinear-telescoping technique is shared.",no,,screening/level2_A.csv,
,10.1137/15m1026791,10.1137/15m1026791,,https://openalex.org/W2102688209,Discretized Dynamical Low-Rank Approximation in the Presence of Small Singular Values,2016,Emil Kieri; Christian Lubich; Hanna Walach,SIAM Journal on Numerical Analysis,A,snowball,L2,2,3,2,ABSTRACT_ONLY,Main error bounds for the projector-splitting integrator (matrix case and TT extension),R9,"Projector-splitting integrator error bounds of order h plus modelling error, robust to small singular values, for matrices and TT; a time-integration setting with no multilinear tree defect bound and no sharp constant.",no,,screening/level2_A.csv,
,10.1103/physreva.71.062310,10.1103/physreva.71.062310,,https://openalex.org/W2023885784,Distance measures to compare real and ideal quantum processes,2005,Alexei Gilchrist; Nathan K. Langford; Michael A. Nielsen,Physical Review A,E,snowball,L1,2,2,,,,R6;R12,distance measures for processes; composition of errors,no,,,
,10.1002/nla.2174,10.1002/nla.2174,,https://openalex.org/W2746205395,Distributed hierarchical SVD in the Hierarchical Tucker format,2018,Lars Grasedyck; Christian Löbbert,Numerical Linear Algebra with Applications,A,harvest,L1,2,2,,,,R9,tree/HT/TT format theory; no sharp accumulation result in title,no,,,
,10.1103/physrevx.10.041020,10.1103/physrevx.10.041020,,https://openalex.org/W2945488351,Dynamical Purification Phase Transition Induced by Quantum Measurements,2020,Michael J. Gullans; David A. Huse,Physical Review X,J,harvest,L1,2,2,,,,R5;R7,repeated measurements dynamics; not error bound,no,,,
,10.1137/09076578x,10.1137/09076578x,,https://openalex.org/W2115402677,Dynamical Tensor Approximation,2010,Othmar Koch; Christian Lubich,SIAM Journal on Matrix Analysis and Applications,A,snowball,L1,2,2,,,,R9,dynamical tensor approximation,no,,,
,10.1016/j.physrep.2006.09.003,10.1016/j.physrep.2006.09.003,,https://openalex.org/W2032873922,Dynamics of Loschmidt echoes and fidelity decay,2006,T. Gorin; Tomaž Prosen; T. H. Seligman; Marko Žnidarič,Physics Reports,J,snowball,L1,2,2,,,,R6,fidelity decay,no,,,
,10.48550/arxiv.2010.12056,10.48550/arxiv.2010.12056,,https://openalex.org/W3094539098,Efficient parallel CP decomposition with pairwise perturbation and multi-sweep dimension tree,2020,Linjian Ma; Edgar Solomonik,arXiv (Cornell University),F,harvest,L1,2,2,,,,R9,dimension-tree CP with perturbation,no,,,
,10.1109/lcsys.2017.2698179,10.1109/lcsys.2017.2698179,,https://openalex.org/W2608326745,Eigenvalue Invariance of Inhomogeneous Matrix Products in Distributed Algorithms,2017,Shaoshuai Mou; Brian D. O. Anderson,IEEE Control Systems Letters,I,snowball,L1,2,2,,,,R7,inhomogeneous matrix products,no,,,
,10.1209/epl/i1998-00381-x,10.1209/epl/i1998-00381-x,,https://openalex.org/W2054025254,Equivalence of the variational matrix product method and the density matrix renormalization group applied to spin chains,1998,J Dukelsky; M. A Martín-Delgado; T Nishino; G Sierra,Europhysics Letters (EPL),M,snowball,L1,2,2,,,,R9,variational MPS vs DMRG,no,,,
,10.1137/24m1687649,10.1137/24m1687649,,https://openalex.org/W4395024143,Error Analysis of the Gram Low-Rank Approximation (and Why it is Not as Unstable as One May Think),2025,Théo Mary,SIAM Journal on Matrix Analysis and Applications,A,harvest,L1,2,2,,,,R9,stability of Gram low-rank approximation; single truncation,no,,,
,10.24033/bsmf.90,10.24033/bsmf.90,,https://openalex.org/W2583308334,Essai sur la géométrie à $n$ dimensions,1875,Camille Jordan,Bulletin de la Société mathématique de France,I,snowball,L1,2,2,,,,R6,Jordan principal angles between subspaces,no,,,
,10.1007/s00220-014-2213-8,10.1007/s00220-014-2213-8,,https://openalex.org/W2000101179,Exponential Decay of Correlations Implies Area Law,2014,Fernando G. S. L. Brandão; Michał Horodecki,Communications in Mathematical Physics,E,harvest+snowball,L1,2,2,,,,,area law via decay of correlations; MPS approximation,no,,,
,10.1109/sfcs.1996.548464,10.1109/sfcs.1996.548464,,https://openalex.org/W2167927798,Fault-tolerant quantum computation,2002,Peter W. Shor,,K,snowball,L1,2,2,,,,R10,error accumulation in quantum circuits,no,,,
,10.1016/s0024-3795(02)00697-3,10.1016/S0024-3795(02)00697-3,,,Finite Blaschke products of contractions,2003,"Gau, Hwa-Long; Wu, Pei Yuan",Linear Algebra and its Applications,L,harvest,L1,2,2,,,,R2,Blaschke products of contractions,no,,,
,10.1007/bf02099178,10.1007/bf02099178,,https://openalex.org/W2074426935,Finitely correlated states on quantum spin chains,1992,M. Fannes; Bruno Nachtergaele; Reinhard F. Werner,Communications in Mathematical Physics,M,snowball,L1,2,2,,,,R9,finitely correlated states (MPS),no,,,
,10.48550/arxiv.2403.11437,10.48550/arxiv.2403.11437,,https://openalex.org/W4393026895,Formalization of Complexity Analysis of the First-order Algorithms for Convex Optimization,2024,Chenyi Li; Ziyu Wang; Wanyi He; Yuxuan Wu; Shengyang Xu; Zaiwen Wen,arXiv (Cornell University),H,harvest,L1,2,2,,,,R8,formalized convergence rates of optimization algorithms,no,,,
,10.1007/s10817-025-09741-w,10.1007/s10817-025-09741-w,2403.11437,https://openalex.org/W4415204853,Formalization of Convergence Rates of Four First-order Algorithms for Convex Optimization,2025,Chenyi Li; Ziyu Wang; Wanyi He; Yuxuan Wu; Shengyang Xu; Zaiwen Wen,Journal of Automated Reasoning,H,harvest,L1,2,2,,,,R8,formalized convergence rates of optimization algorithms,no,,,
,formalizationoftwofixedpointalgorithmsinhilbertspaces,,,https://openalex.org/W7130762623,Formalization of Two Fixed-Point Algorithms in Hilbert Spaces,2026,Yi Bai; Yantao Li; Jian Ming Yu; Jingwei Liang,arXiv (Cornell University),H,harvest,L1,2,2,,,,R8,formalization of fixed-point algorithms in Hilbert spaces,no,,,
,10.1007/s10817-024-09696-4,10.1007/s10817-024-09696-4,2202.05360,https://openalex.org/W4399335583,Formalized Functional Analysis with Semilinear Maps,2024,Frédéric Dupuis; Robert Y. Lewis; Heather Macbeth,Journal of Automated Reasoning,H,harvest,L1,2,2,,,,R8,Lean/Mathlib functional analysis formalization,no,,,
,10.4230/lipics.itp.2022.10,10.4230/lipics.itp.2022.10,,https://openalex.org/W4287026457,Formalized functional analysis with semilinear maps,2022,"Dupuis, Frédéric; Lewis, Robert Y.; Macbeth, Heather",DROPS (Schloss Dagstuhl – Leibniz Center for Informatics),H,harvest,L1,2,2,,,,R8,Lean/Mathlib functional analysis formalization,no,,,
,10.48550/arxiv.2202.05360,10.48550/arxiv.2202.05360,,https://openalex.org/W4226327982,Formalized functional analysis with semilinear maps,2022,Frédéric Dupuis; Robert Y. Lewis; Heather Macbeth,arXiv (Cornell University),H,harvest,L1,2,2,,,,R8,Lean/Mathlib functional analysis formalization,no,,,
,10.4171/067,10.4171/067,,https://openalex.org/W1515678755,From Quantum to Classical Molecular Dynamics: Reduced Models and Numerical Analysis,2008,Christian Lubich,Zurich lectures in advanced mathematics,A,snowball,L1,2,2,,,,R9,reduced models numerical analysis (MCTDH),no,,,
,10.1007/bf01697972,10.1007/bf01697972,,https://openalex.org/W2018670963,Generalization of the Trotter-Lie formula,1981,Michel L. Lapidus,Integral Equations and Operator Theory,I,snowball,L1,2,2,,,,R1a;R5,Trotter-Lie/Kato product formula with projections,no,,,
,10.1109/tcs.1978.1084541,10.1109/tcs.1978.1084541,,https://openalex.org/W1969469319,Generalized Image Restoration by the Method of Alternating Orthogonal Projections,1978,Dante C. Youla,IEEE Transactions on Circuits and Systems,I,snowball,L1,2,2,,,,R1a;R6,alternating/cyclic projections; no sharp rate in title,no,,,
,10.1007/3-540-10579-4,10.1007/3-540-10579-4,,https://openalex.org/W3162324712,Geometry of the Time-Dependent Variational Principle in Quantum Mechanics,1981,Peter Krämer; Marcos Saraceno,Lecture notes in physics,A,snowball,L1,2,2,,,,R6,TDVP geometry (projection onto manifold),no,,,
,10.1103/physreva.60.2746,10.1103/physreva.60.2746,,https://openalex.org/W2126338609,Grover’s quantum searching algorithm is optimal,1999,Christof Zalka,Physical Review A,K,snowball,L1,2,2,,,,R6,Grover optimality via hybrid/angle argument,no,,,
,10.1016/j.laa.2019.04.025,10.1016/j.laa.2019.04.025,,https://openalex.org/W2940990234,Halmos' two projections theorem for Hilbert C⁎-module operators and the Friedrichs angle of two closed submodules,2019,Wei Luo; Mohammad Sal Moslehian; Qingxiang Xu,Linear Algebra and its Applications,C,harvest,L1,2,2,,,,R6,angles between subspaces/projections,no,,,
,10.1088/1402-4896/ae7c3f,10.1088/1402-4896/ae7c3f,,https://openalex.org/W4398795679,Hamiltonian simulation in Zeno subspaces,2026,Kasra Rajabzadeh Dizaji; Ariq Haqq; Alicia Magann; Christian Arenz,Physica Scripta,J,harvest,L1,2,2,,,,R1a;R7,Zeno dynamics mathematics; possible error bounds,no,,,
,10.1103/glcd-gm3v,10.1103/glcd-gm3v,,https://openalex.org/W4416778166,Higher-order Zeno sequences,2026,Kasra Rajabzadeh Dizaji; L.M. Kim; Milad Marvian; Christian Arenz,Physical Review Research,J,harvest,L2,2,3,2,FULL_TEXT,"Sec. II.1 Eq. (3) first-order Zeno error t^2||H||^2/N; Eqs. (7),(17) O(1/N^{2k}) higher-order sequences; Sec. II.2 Eq. (21) kick bound; arXiv:2511.20792 (PRR 8, 023051, 2026)",none (adjacent to R1a),"Upper bounds on convergence of (P U P)^N to e^{-iPHPt}P with Trotter-type order improvements and big-O constants involving commutators, without sharpness claims, rotated-axis/equal-angle analysis or an explicit extremal constant, so it is adjacent Zeno error theory and implies no Theorem R claim.",no,,screening/level2_C.csv,
,10.48550/arxiv.2203.15993,10.48550/arxiv.2203.15993,,https://openalex.org/W4221151504,Improved Quantum Algorithms for Fidelity Estimation,2022,András Gilyén; Alexander Poremba,arXiv (Cornell University),E,harvest,L1,2,2,,,,R6,fidelity estimation (algorithmic),no,,,
,10.1137/20m1358669,10.1137/20m1358669,,https://openalex.org/W3214658801,Infeasibility and error bound imply finite convergence of alternating projections,2020,Roger Behling; Yunier Bello-Cruz; Luiz-Rafael Santos,arXiv (Cornell University),I,snowball,L1,2,2,,,,R1a;R6,alternating/cyclic projections; no sharp rate in title,no,,,
,10.1103/physrevlett.74.4763,10.1103/physrevlett.74.4763,,https://openalex.org/W2068696696,Interaction-Free Measurement,1995,Paul G. Kwiat; Harald Weinfurter; Thomas Herzog; Anton Zeilinger; Mark A. Kasevich,Physical Review Letters,J,snowball,L1,2,2,,,,R5,interaction-free measurement (Zeno-type projections),no,,,
,10.1103/physrevlett.124.037201,10.1103/physrevlett.124.037201,,https://openalex.org/W2913725972,Isometric Tensor Network States in Two Dimensions,2020,Michael P. Zaletel; Frank Pollmann,Physical Review Letters,B,snowball,L1,2,2,,,,R9,isometric tensor network states,no,,,
,10.48550/arxiv.1912.07913,10.48550/arxiv.1912.07913,,https://openalex.org/W4287992584,Learning high-dimensional probability distributions using tree tensor networks,2019,Erwan Grelier; Anthony Nouy; Régis Lebrun,arXiv (Cornell University),A,harvest,L1,2,2,,,,R9,Learning densities in tree-based tensor formats with orthogonal-basis parametrization; shares object only,no,,,
,10.3150/21-bej1371,10.3150/21-bej1371,,https://openalex.org/W3039249709,Learning with tree tensor networks: Complexity estimates and model selection,2022,Bertrand Michel; Anthony Nouy,Bernoulli,A,harvest,L1,2,2,,,,R9,Model selection for tree tensor networks viewed as multilinear sum-product networks; shares tree multilinear object without comparable bound,no,,,
,10.48550/arxiv.1811.04455,10.48550/arxiv.1811.04455,,https://openalex.org/W2900176663,Learning with tree-based tensor formats,2018,Erwan Grelier; Anthony Nouy; Mathilde Chevreuil,arXiv (Cornell University),A,harvest,L1,2,2,,,,R9,Tree-based tensor formats as multilinear deep networks with rank adaptation; shares object only,no,,,
,10.48550/arxiv.1402.5460,10.48550/arxiv.1402.5460,,https://openalex.org/W2962704982,Linear and strong convergence of algorithms involving averaged\n nonexpansive operators,2014,Heinz H. Bauschke; Dominikus Noll; Hung M. Phan,arXiv (Cornell University),D;I,harvest+snowball,L1,2,2,,,,R1a,linear convergence of averaged operator compositions,no,,,
,10.1007/s10107-017-1229-1,10.1007/s10107-017-1229-1,,https://openalex.org/W2531859882,Linear convergence of the randomized sparse Kaczmarz method,2018,Frank Schöpfer; Dirk A. Lorenz,Mathematical Programming,I,snowball,L1,2,2,,,,R1a,sparse Kaczmarz linear rate; projection iteration,no,,,
,10.1016/j.jmaa.2004.06.031,10.1016/j.jmaa.2004.06.031,,https://openalex.org/W2126728953,Linear polarization constants of Hilbert spaces,2004,Αλέξανδρος Παππάς; Szilárd Gy. Révész,Journal of Mathematical Analysis and Applications,D,harvest,L1,2,2,,,,R1b,sharp constants for products of linear forms,no,,,
,10.1017/s0962492922000125,10.1017/s0962492922000125,,https://openalex.org/W4376148906,Low-rank tensor methods for partial differential equations,2023,Markus Bachmayr,Acta Numerica,A,harvest+snowball,L1,2,2,,,,R9,low-rank tensor methods survey,no,,,
,10.1090/s0002-9947-2012-05403-1,10.1090/s0002-9947-2012-05403-1,,https://openalex.org/W2081850255,Lower bounds for norms of products of polynomials via Bombieri inequality,2012,Damián Pinasco,Transactions of the American Mathematical Society,D,harvest,L1,2,2,,,,,Sharp lower bounds for norms of products of homogeneous polynomials in Hilbert space with orthonormal extremizers; sharp multilinear extremal problem unrelated to projection defects,no,,,
,10.1088/1367-2630/ab31ef,10.1088/1367-2630/ab31ef,,https://openalex.org/W2922105745,Machine learning by unitary tensor network of hierarchical tree structure,2019,Ding Liu; Shi-Ju Ran; Peter Wittek; Cheng Peng; Raul Blázquez García; Gang Su,New Journal of Physics,A,snowball,L1,2,2,,,,,Unitary hierarchical tree tensor network classifiers studied via fidelity; shares tree network and fidelity objects without error bound,no,,,
,10.1016/0024-3795(94)90341-7,10.1016/0024-3795(94)90341-7,,https://openalex.org/W2058041395,Majorizations and inequalities in matrix theory,1994,T. Andô,Linear Algebra and its Applications,D,harvest,L1,2,2,,,,,majorization inequalities in matrix theory,no,,,
,10.1103/physrevlett.93.207204,10.1103/physrevlett.93.207204,,https://openalex.org/W1550516781,Matrix Product Density Operators: Simulation of Finite-Temperature and Dissipative Systems,2004,Frank Verstraete; Juan José García‐Ripoll; J. I. Cirac,Physical Review Letters,M,snowball,L1,2,2,,,,R9,matrix product density operators simulation,no,,,
,10.1080/14789940801912366,10.1080/14789940801912366,,https://openalex.org/W2096391265,"Matrix product states, projected entangled pair states, and variational renormalization group methods for quantum spin systems",2008,Frank Verstraete; V. Murg; J. I. Cirac,Advances In Physics,B;M,snowball,L1,2,2,,,,R9,MPS/PEPS methods review,no,,,
,10.1109/tit.2009.2018325,10.1109/tit.2009.2018325,,https://openalex.org/W2132840498,Min- and Max-Relative Entropies and a New Entanglement Monotone,2009,Nilanjana Datta,IEEE Transactions on Information Theory,K,snowball,L1,2,2,,,,,"same broad field only [audit: raised to 2, shared technique]",no,,,
