citation_key,key,doi,arxiv,openalex,title,year,authors,venue,families,origin,level_reached,threat_final,threat_L1,threat_L2,access,theorem_location,claims,verdict,cite_in_paper,bib_class,evidence_file,adjudication_note
,10.1109/tsg.2011.2177103,10.1109/tsg.2011.2177103,,https://openalex.org/W2030343799,A Water-Filling Based Scheduling Algorithm for the Smart Grid,2012,Merwais Shinwari; Amr Youssef; Walaa Hamouda,IEEE Transactions on Smart Grid,O5,snowball,L1,1,1,,,,,"[abs] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.23952/jano.4.2022.2.09,10.23952/jano.4.2022.2.09,,https://openalex.org/W4285242719,A constrained LiGME model and its proximal splitting algorithm under overall convexity condition,2022,,Journal of Applied and Numerical Optimization,O4,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1002/gamm.201310004,10.1002/gamm.201310004,,https://openalex.org/W1967077133,A literature survey of low‐rank tensor approximation techniques,2013,Lars Grasedyck; Daniel Kreßner; Christine Tobler,GAMM-Mitteilungen,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no,,,
,10.1109/18.737524,10.1109/18.737524,,https://openalex.org/W2131634726,A multistage representation of the Wiener filter based on orthogonal projections,1998,J.S. Goldstein; I.S. Reed; Louis L. Scharf,IEEE Transactions on Information Theory,O6,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1134/s1064562409040115,10.1134/s1064562409040115,,https://openalex.org/W2056704685,A new tensor decomposition,2009,Ivan Oseledets,Doklady Mathematics,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1007/s10898-018-0660-z,10.1007/s10898-018-0660-z,,https://openalex.org/W2800547241,A note on the Douglas–Rachford splitting method for optimization problems involving hypoconvex functions,2018,Ke Guo; Deren Han,Journal of Global Optimization,O4,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.48550/arxiv.2412.00858,10.48550/arxiv.2412.00858,,https://openalex.org/W4405033632,A parallel Basis Update and Galerkin Integrator for Tree Tensor Networks,2024,Gianluca Ceruti; Jonas Kusch; Christian Lubich; Dominik Sulz,arXiv (Cornell University),O1,harvest,L1,1,1,,,,,"[abs] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no,,,
,apracticalinvestigationontimeintegrationinthequantizedtensortrainformat,,,https://openalex.org/W7161354546,A practical investigation on time integration in the quantized tensor train format,2026,Erika Ye,arXiv (Cornell University),O1,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1002/nla.1818,10.1002/nla.1818,,https://openalex.org/W1504748373,A projection method to solve linear systems in tensor format,2012,Jonas Ballani; Lars Grasedyck,Numerical Linear Algebra with Applications,O1,snowball,L1,1,1,,,,,"[abs] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no,,,
,10.1007/s10543-013-0454-0,10.1007/s10543-013-0454-0,,https://openalex.org/W2096434207,A projector-splitting integrator for dynamical low-rank approximation,2013,Christian Lubich; Ivan Oseledets,BIT Numerical Mathematics,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no,,,
,arxiv:2110.12564,,2110.12564,,A rank-adaptive higher-order orthogonal iteration algorithm for truncated Tucker decomposition,2021,Chuanfu Xiao; Chao Yang,arXiv.org,O1,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1145/3002151.3002167,10.1145/3002151.3002167,,https://openalex.org/W2559164046,A surrogate visualization model using the tensor train format,2016,Rafael Ballester‐Ripoll; E. G. Paredes; Renato Pajarola,,O2,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1051/m2an/2014019,10.1051/m2an/2014019,,https://openalex.org/W1965727018,A tensor approximation method based on ideal minimal residual formulations for the solution of high-dimensional problems,2014,Marie Billaud-Friess; Anthony Nouy; Olivier Zahm,ESAIM Mathematical Modelling and Numerical Analysis,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.48550/arxiv.2412.14460,10.48550/arxiv.2412.14460,,https://openalex.org/W4405627525,A tensor-train reduced basis solver for parameterized partial differential equations on Cartesian grids,2024,Nicholas Mueller; Yiran Zhao; Santiago Badia; Tiangang Cui,arXiv (Cornell University),O2,harvest,L1,1,1,,,,,"[abs] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.48550/arxiv.1811.10573,10.48550/arxiv.1811.10573,,https://openalex.org/W4298392728,Accelerating Alternating Least Squares for Tensor Decomposition by Pairwise Perturbation,2018,Linjian Ma; Edgar Solomonik,arXiv (Cornell University),O1;O2,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1137/18m121160x,10.1137/18m121160x,,https://openalex.org/W2890945080,Adaptive Douglas--Rachford Splitting Algorithm for the Sum of Two Operators,2019,Minh N. Dao; Hung M. Phan,SIAM Journal on Optimization,O4,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.48550/arxiv.1412.3951,10.48550/arxiv.1412.3951,,https://openalex.org/W2240521506,Adaptive Low-Rank Methods for Problems on Sobolev Spaces with Error Control in $L_2$,2014,Markus Bachmayr; Wolfgang Dahmen,arXiv (Cornell University),O1,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1137/140978223,10.1137/140978223,,https://openalex.org/W2181385834,Adaptive Low-Rank Methods: Problems on Sobolev Spaces,2016,Markus Bachmayr; Wolfgang Dahmen,SIAM Journal on Numerical Analysis,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1007/s10208-013-9187-3,10.1007/s10208-013-9187-3,,https://openalex.org/W2112160616,Adaptive Near-Optimal Rank Tensor Approximation for High-Dimensional Operator Equations,2014,Markus Bachmayr; Wolfgang Dahmen,Foundations of Computational Mathematics,O1,harvest+snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no,,,
,adaptivenearoptimalranktensorapproximationforhighdimensionaloperatorequations,,,https://openalex.org/W3098901429,Adaptive Near-Optimal Rank Tensor Approximation for High-Dimensional Operator Equations,2013,Markus Bachmayr; Wolfgang Dahmen; Markus Bachmayr; Wolfgang Dahmen; Markus Bachmayr; Wolfgang Dahmen,,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no,,,
,10.1021/acs.jctc.6c00487,10.1021/acs.jctc.6c00487,,https://openalex.org/W7162541862,Adaptive Tensor Train Metadynamics for High-Dimensional Free Energy Exploration,2026,Nils E. Strand; Siyao Yang; Yuehaw Khoo; Aaron R. Dinner,Journal of Chemical Theory and Computation,O1,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1051/m2an/2015071,10.1051/m2an/2015071,,https://openalex.org/W2963670608,Adaptive low-rank methods for problems on Sobolev spaces with error control in L2,2015,Markus Bachmayr; Wolfgang Dahmen,ESAIM Mathematical Modelling and Numerical Analysis,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.70675/f9ea95cdze8acz4d7ez8a75zb6c9cdfd35d3,10.70675/f9ea95cdze8acz4d7ez8a75zb6c9cdfd35d3,,https://openalex.org/W4392264018,Adaptive tensor methods for high dimensional problems,2023,María Fuente Ruiz,,O1,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1137/100811647,10.1137/100811647,,https://openalex.org/W2096458015,Algebraic Wavelet Transform via Quantics Tensor Train Decomposition,2011,Ivan Oseledets; Eugene E. Tyrtyshnikov,SIAM Journal on Scientific Computing,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1109/lawp.2026.3686466,10.1109/LAWP.2026.3686466,,,An Adaptive Interval-Constrained Tucker Decomposition for Efficient Multilevel Fast Multipole Algorithm,2026,Haohui Ge; Yang Liu; Sheng Sun; Han-Yu Li; Hai-Jing Zhou,IEEE Antennas and Wireless Propagation Letters,O1,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.48550/arxiv.2509.00805,10.48550/arXiv.2509.00805,2509.00805,,An Inexact Low-Rank Source Iteration for Steady-State Radiative Transfer Equation with Diffusion Synthetic Acceleration,2025,Wei Guo; Zhichao Peng,arXiv.org,O1,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.48550/arxiv.2509.11890,10.48550/arxiv.2509.11890,,https://openalex.org/W4415089199,An Inexact Tensor-Train Primal-Dual Interior-Point Method for Semidefinite Programs,2025,Frederik Kelbel; Sergey Dolgov; Dante Kalise; Alessandra Russo,arXiv (Cornell University),O1,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.2478/cmam-2011-0016,10.2478/cmam-2011-0016,,https://openalex.org/W2096699795,An Introduction to Hierarchical (H-) Rank and TT-Rank of Tensors with Examples,2011,Lars Grasedyck; Wolfgang Hackbusch,Computational Methods in Applied Mathematics,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no,,,
,10.1103/physrevresearch.7.013213,10.1103/physrevresearch.7.013213,,https://openalex.org/W4408023192,Analog simulation of noisy quantum circuits,2025,Etienne Granet; Kévin Hémery; Henrik Dreyer,Physical Review Research,O6,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.48550/arxiv.2006.06762,10.48550/arxiv.2006.06762,,https://openalex.org/W3035582633,Ansor: Generating High-Performance Tensor Programs for Deep Learning,2020,Lianmin Zheng; Chengfan Jia; Minmin Sun; Zhao Wu; Cody Hao Yu; Ameer Haj-Ali,arXiv (Cornell University),O2,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1103/p8dn-glcw,10.1103/p8dn-glcw,,https://openalex.org/W7108452303,Anticoncentration in Clifford Circuits and Beyond: From Random Tensor Networks to Pseudomagic States,2025,"Magni, Beatrice; Christopoulos, Alexios; De Luca, Andrea; Turkeshi, Xhek",Kölner Universitäts PublikationsServer (Universität zu Köln),O3,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.22331/q-2024-12-27-1580,10.22331/q-2024-12-27-1580,,https://openalex.org/W4405847480,Approximate Contraction of Arbitrary Tensor Networks with a Flexible and Efficient Density Matrix Algorithm,2024,Linjian Ma; Matthew Fishman; E. Miles Stoudenmire; Edgar Solomonik,Quantum,O1,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no,,,
,10.1145/3731251,10.1145/3731251,,https://openalex.org/W4409585278,Approximate Quantum Compiling for Quantum Simulation: A Tensor Network Based Approach,2025,Niall Robertson; Albert Akhriev; Jiří Vala; Sergiy Zhuk,ACM Transactions on Quantum Computing,O3,harvest,L1,1,1,,,,,"[abs] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1137/21m1412190,10.1137/21m1412190,,https://openalex.org/W3156706052,Approximating Optimal feedback Controllers of Finite Horizon Control Problems Using Hierarchical Tensor Formats,2022,Mathias Oster; Leon Sallandt; Reinhold Schneider,SIAM Journal on Scientific Computing,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1007/s00365-023-09620-w,10.1007/s00365-023-09620-w,,https://openalex.org/W4323539300,Approximation Theory of Tree Tensor Networks: Tensorized Univariate Functions,2023,Mazen Ali; Anthony Nouy,Constructive Approximation,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1016/j.laa.2026.08.022,10.1016/j.laa.2026.08.022,,https://openalex.org/W7203743279,Approximation and composition of functions in quantized tensor trains via orthogonal polynomial expansions,2026,Juan José Rodríguez-Aldavero; Paula García-Molina; Luca Tagliacozzo; Juan José García-Ripoll,Linear Algebra and its Applications,O2,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1016/j.jco.2013.10.001,10.1016/j.jco.2013.10.001,,https://openalex.org/W2160251536,Approximation rates for the hierarchical tensor format in periodic Sobolev spaces,2013,Reinhold Schneider; André Uschmajew,Journal of Complexity,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no,,,
,10.1137/20m1372500,10.1137/20m1372500,,https://openalex.org/W3092417881,Approximative Policy Iteration for Exit Time Feedback Control Problems Driven by Stochastic Differential Equations using Tensor Train Format,2022,Konstantin Fackeldey; Mathias Oster; Leon Sallandt; Reinhold Schneider,Multiscale Modeling and Simulation,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.48550/arxiv.1304.7078,10.48550/arxiv.1304.7078,,https://openalex.org/W2951158117,Asymptotic behavior of compositions of under-relaxed nonexpansive operators,2013,Jean-Bernard Baillon; Patrick L. Combettes; Roberto Cominetti,arXiv (Cornell University),O4,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.3934/jdg.2014.1.331,10.3934/jdg.2014.1.331,,https://openalex.org/W1986239857,Asymptotic behavior ofcompositions of under-relaxed nonexpansive operators,2014,Jean-Bernard Baillon; Patrick L. Combettes; Roberto Cominetti,Journal of Dynamics and Games,O4,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.21468/scipostphys.8.1.005,10.21468/scipostphys.8.1.005,,https://openalex.org/W2755790032,Automatic contraction of unstructured tensor networks,2020,Adam Jermyn,SciPost Physics,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1088/1361-6420/abd85a,10.1088/1361-6420/abd85a,,https://openalex.org/W3083172993,Bayesian inversion for electromyography using low-rank tensor formats,2021,Anna Rörich; Tim A. Werthmann; Dominik Göddeke; Lars Grasedyck,Inverse Problems,O1,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.22331/q-2024-11-26-1538,10.22331/q-2024-11-26-1538,,https://openalex.org/W4404745643,Beyond MP2 initialization for unitary coupled cluster quantum circuits,2024,Mark R. Hirsbrunner; Diana Chamaki; J. Wayne Mullinax; Norm M. Tubman,Quantum,O6,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1016/j.laa.2011.08.010,10.1016/j.laa.2011.08.010,,https://openalex.org/W1967538125,Black box approximation of tensors in hierarchical Tucker format,2011,Jonas Ballani; Lars Grasedyck; Melanie Kluge,Linear Algebra and its Applications,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no,,,
